spotify_id,spotify_uri,album,name,popularity,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
67WPHiwC4j5G6KOzPeCIJ6,spotify:track:67WPHiwC4j5G6KOzPeCIJ6,Metallica (Remastered Deluxe Box Set),Don't Tread on Me (Remastered),33,1991-08-12,6,0.655,0.882,4,-6.471,0,0.0491,0.0068,0.00297,0.259,0.678,108.019,240160,4
6k64F5PfrY3XUq8dfzggov,spotify:track:6k64F5PfrY3XUq8dfzggov,Metallica (Remastered Deluxe Box Set),Through the Never (Remastered),31,1991-08-12,7,0.384,0.95,4,-5.943,0,0.0546,0.0109,0.351,0.139,0.482,94.266,244533,4
387HyFFE8BOAi7lv9tIUJP,spotify:track:387HyFFE8BOAi7lv9tIUJP,Metallica (Remastered Deluxe Box Set),Nothing Else Matters (Remastered),38,1991-08-12,8,0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733,3
0KZQbZkAMctXVhVnMZrqEU,spotify:track:0KZQbZkAMctXVhVnMZrqEU,Metallica (Remastered Deluxe Box Set),Of Wolf and Man (Remastered),31,1991-08-12,9,0.605,0.792,5,-6.87,1,0.0366,0.000988,0.0382,0.0852,0.47,121.768,256573,4
4I5GURjkqllXIFHcRKdk8m,spotify:track:4I5GURjkqllXIFHcRKdk8m,Metallica (Remastered Deluxe Box Set),The God That Failed (Remastered),31,1991-08-12,10,0.551,0.813,8,-6.406,1,0.0363,0.000451,0.000123,0.174,0.431,83.046,308507,4
1oKNxGzv9mPjSW26I9BpXs,spotify:track:1oKNxGzv9mPjSW26I9BpXs,Metallica (Remastered Deluxe Box Set),My Friend of Misery (Remastered),31,1991-08-12,11,0.567,0.855,9,-7.623,0,0.0355,0.000235,0.00714,0.1,0.329,119.513,409667,4
4S3mvxD4exlKZJQamK6iUV,spotify:track:4S3mvxD4exlKZJQamK6iUV,Metallica (Remastered Deluxe Box Set),The Struggle Within (Remastered),27,1991-08-12,12,0.466,0.944,0,-6.498,1,0.0514,0.0014,0.0289,0.236,0.505,98.766,232648,4
0NY85Z6e239hIONzjYBhl2,spotify:track:0NY85Z6e239hIONzjYBhl2,Metallica (Remastered Deluxe Box Set),"Enter Sandman (Live at Wembley Stadium, London, England - April 20th, 1992)",22,1991-08-12,1,0.32,0.931,6,-8.883,0,0.103,0.000187,0.000148,0.737,0.16,132.763,418677,4
5FJEzMV5tJmERh7FLc4XpQ,spotify:track:5FJEzMV5tJmERh7FLc4XpQ,Metallica (Remastered Deluxe Box Set),"Sad But True (Live at Wembley Stadium, London, England - April 20th, 1992)",20,1991-08-12,2,0.405,0.828,0,-8.334,0,0.0406,2.73e-05,0.00349,0.766,0.315,92.639,334363,4
39l8SqIp4Ig6mrxlIOTSpI,spotify:track:39l8SqIp4Ig6mrxlIOTSpI,Metallica (Remastered Deluxe Box Set),"Nothing Else Matters (Live at Wembley Stadium, London, England - April 20th, 1992)",19,1991-08-12,3,0.31,0.575,4,-8.737,0,0.0283,0.00166,0.000773,0.996,0.125,140.001,383747,3
4Z0YuKJ7gdaKUfrwQBYe2a,spotify:track:4Z0YuKJ7gdaKUfrwQBYe2a,Metallica (Remastered Deluxe Box Set),The Ecstasy of Gold - live,0,1991-08-12,1,0.199,0.623,9,-13.832,0,0.078,0.0227,0.517,0.903,0.103,98.018,113509,4
1KogAwAyqXzHwuEXiURTdY,spotify:track:1KogAwAyqXzHwuEXiURTdY,Metallica (Remastered Deluxe Box Set),"Enter Sandman (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",29,1991-08-12,2,0.369,0.945,6,-7.166,0,0.0734,1.64e-05,0.017,0.62,0.241,130.173,321413,4
2QrsAhWpG7BPLRlBCqLq64,spotify:track:2QrsAhWpG7BPLRlBCqLq64,Metallica (Remastered Deluxe Box Set),"Creeping Death (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",30,1991-08-12,3,0.246,0.946,0,-7.894,1,0.0995,3.81e-06,0.279,0.769,0.211,105.189,477250,4
6kGNRqVageQZ4lqz3ZuR7i,spotify:track:6kGNRqVageQZ4lqz3ZuR7i,Metallica (Remastered Deluxe Box Set),"Harvester of Sorrow (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",28,1991-08-12,4,0.37,0.952,0,-7.807,1,0.0963,1.69e-05,0.0337,0.503,0.124,91.357,423636,4
1rdITZdwzbYf1pZRicSeSR,spotify:track:1rdITZdwzbYf1pZRicSeSR,Metallica (Remastered Deluxe Box Set),"Fade to Black (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",25,1991-08-12,5,0.253,0.864,0,-7.647,1,0.0778,3.03e-05,0.183,0.995,0.218,104.262,464581,4
26s6kEXgpSgKKzRzngLUjW,spotify:track:26s6kEXgpSgKKzRzngLUjW,Metallica (Remastered Deluxe Box Set),"Sad But True (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",24,1991-08-12,6,0.357,0.913,0,-7.715,0,0.0758,2.76e-05,0.00774,0.991,0.32,90.159,360795,4
6gk5MNMQWzu6yYOHph8J6t,spotify:track:6gk5MNMQWzu6yYOHph8J6t,Metallica (Remastered Deluxe Box Set),"Master of Puppets (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",24,1991-08-12,7,0.342,0.952,0,-8.015,1,0.0899,5.59e-06,0.000464,0.64,0.27,101.502,254413,4
2apeOzsdnS32gzx20RMmGD,spotify:track:2apeOzsdnS32gzx20RMmGD,Metallica (Remastered Deluxe Box Set),"Seek & Destroy (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",24,1991-08-12,8,0.307,0.921,0,-8.259,1,0.0919,9.05e-06,0.0767,0.748,0.346,140.229,477575,4
55nNfVarrhMWVR7PpBjcAD,spotify:track:55nNfVarrhMWVR7PpBjcAD,Metallica (Remastered Deluxe Box Set),"For Whom the Bell Tolls (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",24,1991-08-12,9,0.297,0.904,11,-8.092,1,0.0606,1.71e-05,0.0217,0.314,0.259,118.209,348371,4
0ikFrxr3g0L0n0dGHzj6KW,spotify:track:0ikFrxr3g0L0n0dGHzj6KW,Metallica (Remastered Deluxe Box Set),"One (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",23,1991-08-12,10,0.331,0.892,0,-8.508,1,0.0721,1.72e-05,0.287,0.992,0.223,112.565,494559,4
3NzrtbSl9qtH6JUg5ZtHnb,spotify:track:3NzrtbSl9qtH6JUg5ZtHnb,Metallica (Remastered Deluxe Box Set),"Whiplash (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",21,1991-08-12,11,0.166,0.933,0,-8.222,1,0.214,3.35e-05,0.119,0.964,0.14,172.07,341938,4
0fjUjIV9od1CxTkX9SfeH5,spotify:track:0fjUjIV9od1CxTkX9SfeH5,Metallica (Remastered Deluxe Box Set),"Encore Jam (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",16,1991-08-12,12,0.272,0.925,8,-9.245,0,0.119,3.51e-05,0.752,0.54,0.183,80.813,89581,4
1yUFwnC9jFt5jHCMcZ33oW,spotify:track:1yUFwnC9jFt5jHCMcZ33oW,Metallica (Remastered Deluxe Box Set),"Last Caress (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",18,1991-08-12,13,0.339,0.962,0,-7.399,1,0.0838,3.62e-06,3.11e-05,0.846,0.387,102.905,87621,4
38DONsSceGrdhvEPmLiYY5,spotify:track:38DONsSceGrdhvEPmLiYY5,Metallica (Remastered Deluxe Box Set),"Am I Evil? (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",20,1991-08-12,14,0.265,0.942,0,-7.652,1,0.102,1.76e-05,0.031,0.231,0.262,143.743,284357,4
7J1NFOjlsvP7b5C4759W5G,spotify:track:7J1NFOjlsvP7b5C4759W5G,Metallica (Remastered Deluxe Box Set),"Battery (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",20,1991-08-12,15,0.194,0.965,0,-8.487,1,0.143,5.93e-05,0.062,0.712,0.0433,98.22,433528,4
4EKbpXkm3L52RvBwuJucDA,spotify:track:4EKbpXkm3L52RvBwuJucDA,Metallica (Remastered Deluxe Box Set),The Unforgiven (From James' Riff Tapes),17,1991-08-12,1,0.511,0.2,9,-17.446,0,0.0392,0.96,0.964,0.102,0.508,144.061,68145,5
0aUk07mi8j2rOJl2ey0gcl,spotify:track:0aUk07mi8j2rOJl2ey0gcl,Metallica (Remastered Deluxe Box Set),Nothing Else Matters (From James' Riff Tapes),19,1991-08-12,2,0.309,0.0783,0,-16.269,1,0.0296,0.855,0.432,0.112,0.0395,78.862,294996,3
4Mzrdv7d86FvptV2kwToTo,spotify:track:4Mzrdv7d86FvptV2kwToTo,Metallica (Remastered Deluxe Box Set),Sad But True (From James' Riff Tapes),13,1991-08-12,3,0.412,0.516,8,-14.908,1,0.0405,0.065,0.975,0.332,0.463,104.005,55716,4
5i7OuwJP9kpkFJx19UMv9m,spotify:track:5i7OuwJP9kpkFJx19UMv9m,Metallica (Remastered Deluxe Box Set),Holier Than Thou (From James' Riff Tapes),12,1991-08-12,4,0.386,0.641,1,-15.416,1,0.0539,0.175,0.971,0.19,0.63,83.733,107710,4
0ud3p55ihgw4SkojUjZIlu,spotify:track:0ud3p55ihgw4SkojUjZIlu,Metallica (Remastered Deluxe Box Set),Don't Tread on Me (From James' Riff Tapes),11,1991-08-12,5,0.212,0.182,2,-15.255,1,0.0339,0.311,0.941,0.393,0.375,160.181,72987,3
2IU98kBgveFamHtrnc1FzE,spotify:track:2IU98kBgveFamHtrnc1FzE,Metallica (Remastered Deluxe Box Set),The Unforgiven (From James' Riff Tapes II),0,1991-08-12,6,0.216,0.356,8,-12.565,1,0.0471,0.106,0.97,0.311,0.0,113.621,21927,4
2zkXZqtAuTOzuqBERZHB34,spotify:track:2zkXZqtAuTOzuqBERZHB34,Metallica (Remastered Deluxe Box Set),The Struggle Within (From James' Riff Tapes),11,1991-08-12,7,0.209,0.347,3,-14.853,1,0.031,0.627,0.943,0.141,0.273,77.644,92321,4
1MlKlEtXrsoefNAhMtqKaX,spotify:track:1MlKlEtXrsoefNAhMtqKaX,Metallica (Remastered Deluxe Box Set),The Unforgiven (From James' Riff Tapes III),12,1991-08-12,8,0.523,0.31,2,-16.972,1,0.0508,0.833,0.827,0.119,0.0943,145.402,130248,4
1x9VDFmmsj1shvRTi2S2SZ,spotify:track:1x9VDFmmsj1shvRTi2S2SZ,Metallica (Remastered Deluxe Box Set),The God That Failed (From James' Riff Tapes),11,1991-08-12,9,0.426,0.396,9,-19.027,1,0.0544,0.984,0.978,0.139,0.746,85.728,43017,4
4DwtDedrMEA4HALW5pQpzW,spotify:track:4DwtDedrMEA4HALW5pQpzW,Metallica (Remastered Deluxe Box Set),Wherever I May Roam (From James' Riff Tapes),0,1991-08-12,10,0.264,0.112,6,-20.88,1,0.04,0.967,0.96,0.138,0.643,79.842,25082,5
4lv9FyeRWlfMm80fQE38dX,spotify:track:4lv9FyeRWlfMm80fQE38dX,Metallica (Remastered Deluxe Box Set),Enter Sandman (From Kirk's Riff Tapes),13,1991-08-12,11,0.278,0.526,10,-16.999,1,0.0521,0.527,0.421,0.121,0.341,122.087,71685,4
64FkZlw4cpRICJuFrblNKK,spotify:track:64FkZlw4cpRICJuFrblNKK,Metallica (Remastered Deluxe Box Set),Through the Never (From Kirk's Riff Tapes),14,1991-08-12,12,0.424,0.603,11,-17.081,0,0.0468,0.000208,0.69,0.327,0.528,102.589,87025,4
70KqsRCvdYnqZEPGjKqsHg,spotify:track:70KqsRCvdYnqZEPGjKqsHg,Metallica (Remastered Deluxe Box Set),Of Wolf and Man (From Kirk's Riff Tapes),15,1991-08-12,13,0.381,0.571,1,-16.844,0,0.0529,0.000599,0.899,0.0452,0.663,142.656,30072,4
0pPMDx0QZbS8KGfJ0IELl1,spotify:track:0pPMDx0QZbS8KGfJ0IELl1,Metallica (Remastered Deluxe Box Set),Enter Sandman (From Kirk's Riff Tapes II),11,1991-08-12,14,0.438,0.475,11,-19.156,1,0.066,9.35e-05,0.878,0.0898,0.236,131.888,40121,4
7mrTVzYEuH7s1PoYFdWUdq,spotify:track:7mrTVzYEuH7s1PoYFdWUdq,Metallica (Remastered Deluxe Box Set),My Friend of Misery (From Jason's Riff Tapes),25,1991-08-12,15,0.75,0.21,9,-19.358,0,0.0368,0.874,0.942,0.111,0.499,109.65,277892,4
53SKz7mwuWz4HBpwOhcDYb,spotify:track:53SKz7mwuWz4HBpwOhcDYb,Metallica (Remastered Deluxe Box Set),"Enter Sandman (July 6th, 1990, Writing in Progress)",12,1991-08-12,16,0.534,0.932,11,-11.336,1,0.0453,0.00167,0.472,0.158,0.345,127.981,94015,4
20upmVYwfFGFMO3H9k5uNs,spotify:track:20upmVYwfFGFMO3H9k5uNs,Metallica (Remastered Deluxe Box Set),"Sad But True (July 6th, 1990, Writing in Progress)",12,1991-08-12,17,0.404,0.853,1,-11.975,1,0.043,1.48e-05,0.575,0.317,0.545,102.554,120008,4
1SIv193V7uNTl0eU6pyGu1,spotify:track:1SIv193V7uNTl0eU6pyGu1,Metallica (Remastered Deluxe Box Set),"The God That Failed (July 6th, 1990, Writing in Progress)",11,1991-08-12,18,0.431,0.862,4,-12.116,1,0.064,3.78e-05,0.855,0.368,0.475,90.866,76160,4
0mTXYBMTM0L39Un1D1PZao,spotify:track:0mTXYBMTM0L39Un1D1PZao,Metallica (Remastered Deluxe Box Set),"Don't Tread on Me (July 6th, 1990, Writing in Progress)",12,1991-08-12,19,0.438,0.86,1,-12.696,0,0.14,2.03e-05,0.918,0.336,0.695,110.964,64805,4
28crLqciCc6MKWUJ9WjD0h,spotify:track:28crLqciCc6MKWUJ9WjD0h,Metallica (Remastered Deluxe Box Set),"The Struggle Within (July 6th, 1990, Writing in Progress)",10,1991-08-12,20,0.281,0.898,1,-12.435,0,0.111,2.77e-05,0.894,0.0351,0.627,192.991,42083,4
0PJgjvYCAzYg5LelcXqpYu,spotify:track:0PJgjvYCAzYg5LelcXqpYu,Metallica (Remastered Deluxe Box Set),"Holier Than Thou (July 6th, 1990, Writing in Progress)",11,1991-08-12,21,0.241,0.855,11,-12.958,0,0.0628,9.68e-06,0.837,0.277,0.161,162.87,100244,4
04C1N69pyiqUZXvvgBllPd,spotify:track:04C1N69pyiqUZXvvgBllPd,Metallica (Remastered Deluxe Box Set),"Sad But True (July 10th, 1990, Writing in Progress)",10,1991-08-12,22,0.604,0.301,3,-11.271,1,0.0332,0.0461,0.853,0.247,0.663,101.437,52517,4
3rjNm55KPNjMkHrSDI7dIO,spotify:track:3rjNm55KPNjMkHrSDI7dIO,Metallica (Remastered Deluxe Box Set),"Sad But True (July 12th, 1990 Demo)",11,1991-08-12,23,0.533,0.716,7,-10.016,1,0.0425,0.0857,0.773,0.0695,0.72,97.25,311755,4
4iZb3qLsVgdywT8MFu5QIC,spotify:track:4iZb3qLsVgdywT8MFu5QIC,Metallica (Remastered Deluxe Box Set),"Don't Tread on Me (July 12th, 1990 Demo)",9,1991-08-12,24,0.477,0.808,11,-11.689,0,0.0517,0.00244,0.821,0.167,0.608,110.491,248837,4
0bHx5Pd1OjYDKpLME5c303,spotify:track:0bHx5Pd1OjYDKpLME5c303,Metallica (Remastered Deluxe Box Set),"Enter Sandman (July 12th, 1990 Demo)",15,1991-08-12,25,0.52,0.803,11,-12.679,0,0.039,0.00469,0.709,0.145,0.523,130.25,290261,4
5Tk93w951Ve7EXQQcN2hth,spotify:track:5Tk93w951Ve7EXQQcN2hth,Metallica (Remastered Deluxe Box Set),"Nothing Else Matters (July 12th, 1990 Demo)",10,1991-08-12,26,0.439,0.179,4,-15.531,0,0.0292,0.087,0.729,0.0764,0.17,143.851,364331,3
37av9t4OUQDTKZpPR6rx9D,spotify:track:37av9t4OUQDTKZpPR6rx9D,Metallica (Remastered Deluxe Box Set),"Of Wolf and Man (July 12th, 1990, Writing in Progress)",9,1991-08-12,27,0.487,0.634,5,-12.809,1,0.0626,0.00196,0.518,0.183,0.624,126.257,141372,4
24ZpdHgVMftzT7Vy2DjxfI,spotify:track:24ZpdHgVMftzT7Vy2DjxfI,Metallica (Remastered Deluxe Box Set),"Through the Never (July 12th, 1990, Writing in Progress)",9,1991-08-12,28,0.465,0.67,11,-13.011,0,0.038,0.00482,0.829,0.137,0.907,97.866,180030,4
7ydbBWmXfMPxNGBBOHrYNr,spotify:track:7ydbBWmXfMPxNGBBOHrYNr,Metallica (Remastered Deluxe Box Set),"The Struggle Within (July 24th, 1990, Writing in Progress)",10,1991-08-12,29,0.328,0.837,4,-9.953,0,0.0627,3.7e-05,0.56,0.128,0.72,99.403,85099,4
10oMnrjfbAcnNXzI1iDusM,spotify:track:10oMnrjfbAcnNXzI1iDusM,Metallica (Remastered Deluxe Box Set),"Wherever I May Roam (July 24th, 1990, Writing in Progress)",10,1991-08-12,30,0.484,0.742,11,-8.971,1,0.0467,0.00131,0.836,0.119,0.197,142.924,137211,4
4GTrsjAfBvT1fHHRDIp4Ts,spotify:track:4GTrsjAfBvT1fHHRDIp4Ts,Metallica (Remastered Deluxe Box Set),"Wherever I May Roam (July 30th, 1990, Writing in Progress)",9,1991-08-12,31,0.487,0.722,11,-8.982,1,0.0303,0.0337,0.765,0.155,0.369,138.333,365815,4
2akrzdlV8r0Y8POHzRewBI,spotify:track:2akrzdlV8r0Y8POHzRewBI,Metallica (Remastered Deluxe Box Set),"The Struggle Within (July 30th, 1990, Writing in Progress)",9,1991-08-12,32,0.42,0.951,11,-8.989,1,0.0563,0.00292,0.791,0.0896,0.547,96.619,226561,4
36vouyYhRdjwgGdzxlnI5x,spotify:track:36vouyYhRdjwgGdzxlnI5x,Metallica (Remastered Deluxe Box Set),"Enter Sandman (August 13th, 1990 Demo)",10,1991-08-12,1,0.539,0.773,4,-11.228,0,0.0317,0.00207,0.831,0.112,0.639,129.74,304230,4
6X866hAwoFJ4Yd1JdkfNB2,spotify:track:6X866hAwoFJ4Yd1JdkfNB2,Metallica (Remastered Deluxe Box Set),"Sad But True (August 13th, 1990 Demo)",9,1991-08-12,2,0.449,0.638,0,-11.611,0,0.0398,0.012,0.517,0.13,0.732,99.21,293983,4
508ID8W5eY4BCrPUQGrAfY,spotify:track:508ID8W5eY4BCrPUQGrAfY,Metallica (Remastered Deluxe Box Set),"Don't Tread on Me (August 13th, 1990 Demo)",8,1991-08-12,3,0.564,0.804,9,-10.636,1,0.0684,0.00824,0.572,0.142,0.731,113.804,238939,4
2vK2mRw3va6hhRZmCDBuSv,spotify:track:2vK2mRw3va6hhRZmCDBuSv,Metallica (Remastered Deluxe Box Set),"Nothing Else Matters (August 13th, 1990 Demo)",9,1991-08-12,4,0.532,0.287,4,-12.488,0,0.0281,0.225,0.306,0.0582,0.15,75.733,354493,3
1vEYFoQlVU0fmUHWYSLIhu,spotify:track:1vEYFoQlVU0fmUHWYSLIhu,Metallica (Remastered Deluxe Box Set),"Holier Than Thou (August 13th, 1990 Demo)",9,1991-08-12,5,0.28,0.897,2,-10.642,1,0.0539,0.00274,0.635,0.134,0.718,172.543,228203,4
1Uk3l6AzgJX9EJib4bnunh,spotify:track:1Uk3l6AzgJX9EJib4bnunh,Metallica (Remastered Deluxe Box Set),"Wherever I May Roam (August 13th, 1990 Demo)",9,1991-08-12,6,0.429,0.673,5,-11.26,1,0.0381,0.00736,0.369,0.197,0.388,139.211,336308,4
4Ow5phQKBIyZCWYAMzxrtS,spotify:track:4Ow5phQKBIyZCWYAMzxrtS,Metallica (Remastered Deluxe Box Set),"The Struggle Within (August 13th, 1990 Demo)",8,1991-08-12,7,0.41,0.759,11,-11.769,1,0.0686,0.0015,0.807,0.225,0.689,100.939,225329,4
4tXzIf7d8JOGGB2813wwce,spotify:track:4tXzIf7d8JOGGB2813wwce,Metallica (Remastered Deluxe Box Set),"The God That Failed (August 22nd, 1990, Writing in Progress)",9,1991-08-12,8,0.524,0.699,6,-11.279,0,0.0278,0.00263,0.0201,0.308,0.505,83.325,80177,4
5uv5g2CQVNdobgEwve9MfZ,spotify:track:5uv5g2CQVNdobgEwve9MfZ,Metallica (Remastered Deluxe Box Set),"Of Wolf and Man (August 22nd, 1990, Writing in Progress)",11,1991-08-12,9,0.636,0.843,11,-10.589,1,0.0503,2.04e-05,0.836,0.0505,0.873,127.157,61052,4
0UCRYO9CMhiTrdiqd4QE8c,spotify:track:0UCRYO9CMhiTrdiqd4QE8c,Metallica (Remastered Deluxe Box Set),"My Friend of Misery (August 29th, 1990, Writing in Progress)",9,1991-08-12,10,0.422,0.344,9,-13.518,0,0.0333,0.00148,0.883,0.162,0.449,122.036,245171,4
0VyEsulc7V1i6r5saU3YHj,spotify:track:0VyEsulc7V1i6r5saU3YHj,Metallica (Remastered Deluxe Box Set),"The Unforgiven (August 29th, 1990, Writing in Progress)",9,1991-08-12,11,0.371,0.341,4,-13.762,0,0.0566,0.00223,0.883,0.323,0.308,71.398,223971,4
64DhH2N6sxxfQDby36C3jg,spotify:track:64DhH2N6sxxfQDby36C3jg,Metallica (Remastered Deluxe Box Set),"Through the Never (August 31st, 1990 Demo)",8,1991-08-12,12,0.432,0.902,2,-11.619,1,0.0383,2.83e-05,0.634,0.0245,0.527,100.619,218798,4
2ok8OmOg9pU1FQIVxHXM6v,spotify:track:2ok8OmOg9pU1FQIVxHXM6v,Metallica (Remastered Deluxe Box Set),"Of Wolf and Man (August 31st, 1990 Demo)",8,1991-08-12,13,0.589,0.857,5,-10.155,1,0.0434,0.000368,0.00134,0.0568,0.51,126.113,245039,4
03Kj6NTaorbGnLPsgAZ2m2,spotify:track:03Kj6NTaorbGnLPsgAZ2m2,Metallica (Remastered Deluxe Box Set),"The God That Failed (August 31st, 1990 Demo)",9,1991-08-12,14,0.411,0.727,4,-11.053,1,0.0367,0.000284,0.00202,0.172,0.634,91.529,284506,4
6IHEaFvxNJ9QSCbwWZd86f,spotify:track:6IHEaFvxNJ9QSCbwWZd86f,Metallica (Remastered Deluxe Box Set),"The Unforgiven (September 3rd, 1990, Writing in Progress)",9,1991-08-12,15,0.463,0.391,4,-13.481,0,0.0386,0.161,0.324,0.0928,0.419,71.221,344881,4
5Wbc0A4OgS221reh2QNEMk,spotify:track:5Wbc0A4OgS221reh2QNEMk,Metallica (Remastered Deluxe Box Set),"My Friend of Misery (September 3rd, 1990, Writing in Progress)",9,1991-08-12,16,0.408,0.502,2,-13.043,0,0.0353,3.64e-05,0.897,0.151,0.425,123.806,107352,4
4twgNk7PSwKh79jfrHGk5x,spotify:track:4twgNk7PSwKh79jfrHGk5x,Metallica (Remastered Deluxe Box Set),Enter Sandman (Pre-Production Rehearsal),10,1991-08-12,1,0.521,0.596,11,-10.395,1,0.0299,0.00394,0.906,0.115,0.491,125.786,298772,4
6FsIXOt9WA7NuZjaPjGueS,spotify:track:6FsIXOt9WA7NuZjaPjGueS,Metallica (Remastered Deluxe Box Set),Sad But True (Pre-Production Rehearsal),9,1991-08-12,2,0.516,0.621,9,-9.882,0,0.029,0.00201,0.934,0.103,0.593,91.913,318271,4
1BCNKqfdWqc4fsPwNt5HbJ,spotify:track:1BCNKqfdWqc4fsPwNt5HbJ,Metallica (Remastered Deluxe Box Set),Holier Than Thou (Pre-Production Rehearsal),18,1991-08-12,3,0.213,0.857,4,-10.626,1,0.0428,0.00465,0.93,0.114,0.677,179.31,226628,4
6x3X3qDkTpBf8Tc93yobvr,spotify:track:6x3X3qDkTpBf8Tc93yobvr,Metallica (Remastered Deluxe Box Set),Nothing Else Matters (Pre-Production Rehearsal),9,1991-08-12,4,0.44,0.16,4,-13.035,0,0.0352,0.0147,0.809,0.102,0.318,142.597,371492,3
2Eo5Xhwy1ss8ObJyMmBuuI,spotify:track:2Eo5Xhwy1ss8ObJyMmBuuI,Metallica (Remastered Deluxe Box Set),Wherever I May Roam (Pre-Production Rehearsal),9,1991-08-12,5,0.384,0.6,11,-10.005,1,0.0293,0.000181,0.89,0.123,0.227,133.572,368492,4
0hIaRU9LuDbCXspRdxUKK5,spotify:track:0hIaRU9LuDbCXspRdxUKK5,Metallica (Remastered Deluxe Box Set),Don't Tread on Me (Pre-Production Rehearsal),18,1991-08-12,6,0.518,0.582,9,-10.052,0,0.0306,0.00167,0.912,0.115,0.749,109.618,247679,4
7rwOG01qgj4mvVsZjzrwT0,spotify:track:7rwOG01qgj4mvVsZjzrwT0,Metallica (Remastered Deluxe Box Set),Through the Never (Pre-Production Rehearsal),8,1991-08-12,7,0.425,0.786,4,-10.619,0,0.044,0.000586,0.913,0.157,0.68,98.211,229642,4
4xsR5hUZdJgNN5nHte7J81,spotify:track:4xsR5hUZdJgNN5nHte7J81,Metallica (Remastered Deluxe Box Set),The Unforgiven (Pre-Production Rehearsal),9,1991-08-12,8,0.476,0.482,9,-10.308,0,0.0278,0.00721,0.655,0.154,0.226,137.965,403134,4
0QJRcP7juMGkY6BROOrzFb,spotify:track:0QJRcP7juMGkY6BROOrzFb,Metallica (Remastered Deluxe Box Set),Of Wolf and Man (Pre-Production Rehearsal),8,1991-08-12,9,0.417,0.593,5,-9.909,1,0.0288,6.29e-06,0.927,0.266,0.442,123.49,255880,4
7rOw0s27oWk7b9VKAMhOs7,spotify:track:7rOw0s27oWk7b9VKAMhOs7,Metallica (Remastered Deluxe Box Set),The God That Failed (Pre-Production Rehearsal),8,1991-08-12,10,0.453,0.598,0,-8.835,1,0.0251,0.000136,0.888,0.111,0.402,83.138,310699,4
5c2qhQACxROjeYYjj8TVap,spotify:track:5c2qhQACxROjeYYjj8TVap,Metallica (Remastered Deluxe Box Set),My Friend of Misery (Pre-Production Rehearsal),8,1991-08-12,11,0.449,0.524,9,-9.6,0,0.033,0.000101,0.881,0.0937,0.254,120.768,383817,4
3TZE1p30Bjb9SPitrob4XR,spotify:track:3TZE1p30Bjb9SPitrob4XR,Metallica (Remastered Deluxe Box Set),The Struggle Within (Pre-Production Rehearsal),8,1991-08-12,12,0.251,0.752,11,-9.172,1,0.0354,5.43e-05,0.859,0.123,0.526,98.803,239391,4
2aVGGJVaVoOp3svLm87pEJ,spotify:track:2aVGGJVaVoOp3svLm87pEJ,Metallica (Remastered Deluxe Box Set),Enter Sandman (Radio Edit),23,1991-08-12,13,0.586,0.811,6,-8.65,0,0.0326,0.00189,0.00401,0.0693,0.64,123.847,242081,4
21zffeK4WWnkIj3dvPvr6R,spotify:track:21zffeK4WWnkIj3dvPvr6R,Metallica (Remastered Deluxe Box Set),The Unforgiven (Radio Edit),14,1991-08-12,14,0.546,0.631,7,-9.092,1,0.0251,0.00847,0.00181,0.236,0.338,139.424,300979,4
40N7WL7IzHqu8qBZee5M52,spotify:track:40N7WL7IzHqu8qBZee5M52,Metallica (Remastered Deluxe Box Set),Nothing Else Matters (Radio Edit),14,1991-08-12,15,0.545,0.454,4,-9.803,0,0.0263,0.0218,1.12e-06,0.0775,0.236,142.39,300594,3
1RSzgYLw9Qd1hpSo5SI4sS,spotify:track:1RSzgYLw9Qd1hpSo5SI4sS,Metallica (Remastered Deluxe Box Set),Wherever I May Roam (Radio Edit),13,1991-08-12,16,0.567,0.81,9,-7.482,0,0.0321,0.000246,0.000259,0.0908,0.393,131.402,300159,4
0Jsn4lZwu74bs9eTKv3dkj,spotify:track:0Jsn4lZwu74bs9eTKv3dkj,Metallica (Remastered Deluxe Box Set),"So What (Early Take - October 12th, 1990)",17,1991-08-12,1,0.533,0.934,9,-8.316,1,0.0339,8.21e-05,0.914,0.222,0.562,98.466,181692,4
