spotify_id,spotify_uri,album,name,popularity,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4poeu6nUr4UQo1RXpp29Js,spotify:track:4poeu6nUr4UQo1RXpp29Js,72 Seasons,72 Seasons,61,2023-04-14,1,0.193,0.983,9,-3.929,1,0.0591,4.01e-05,0.0375,0.0645,0.385,168.193,459120,4
1XcRSCO0AbSIX4f6z29MFn,spotify:track:1XcRSCO0AbSIX4f6z29MFn,72 Seasons,Shadows Follow,60,2023-04-14,2,0.313,0.979,11,-3.907,1,0.0462,0.000121,0.0313,0.261,0.678,178.884,371880,4
2zSb2Db4kNYH5qIs5V3BgG,spotify:track:2zSb2Db4kNYH5qIs5V3BgG,72 Seasons,Screaming Suicide,57,2023-04-14,3,0.425,0.972,4,-3.448,0,0.045,2.42e-05,0.0202,0.239,0.282,101.125,330453,4
1WjgFpSxwA0Bqyr7hWc3f1,spotify:track:1WjgFpSxwA0Bqyr7hWc3f1,72 Seasons,Sleepwalk My Life Away,56,2023-04-14,4,0.43,0.95,11,-4.203,1,0.034,1.73e-05,0.0641,0.103,0.543,124.931,416067,4
6HMs5zF1uidrx8UHAZdSVe,spotify:track:6HMs5zF1uidrx8UHAZdSVe,72 Seasons,You Must Burn!,55,2023-04-14,5,0.397,0.958,6,-3.088,0,0.0341,0.000122,0.0203,0.0378,0.416,85.836,423013,4
18zjwSgYiwu1Meb7Po3tUP,spotify:track:18zjwSgYiwu1Meb7Po3tUP,72 Seasons,Lux Æterna,62,2023-04-14,6,0.386,0.996,11,-2.96,0,0.0754,1.15e-05,0.000836,0.116,0.188,130.573,205680,4
1FdinUvlpQj2nqbzuS7XRw,spotify:track:1FdinUvlpQj2nqbzuS7XRw,72 Seasons,Crown of Barbed Wire,52,2023-04-14,7,0.437,0.964,9,-4.012,1,0.0367,2.06e-05,0.0411,0.0598,0.249,111.699,349400,4
5krkEca0E6k01D2CYvLuZx,spotify:track:5krkEca0E6k01D2CYvLuZx,72 Seasons,Chasing Light,51,2023-04-14,8,0.243,0.982,0,-3.626,1,0.0547,2e-05,0.0448,0.421,0.652,182.806,405107,4
3i4Nwzze8zflIoKsuoeBPM,spotify:track:3i4Nwzze8zflIoKsuoeBPM,72 Seasons,If Darkness Had a Son,54,2023-04-14,9,0.47,0.945,9,-4.378,1,0.045,2.3e-05,0.00544,0.0399,0.379,123.398,396293,4
7KdgYr9jNkQO1Au7BGjGLW,spotify:track:7KdgYr9jNkQO1Au7BGjGLW,72 Seasons,Too Far Gone?,55,2023-04-14,10,0.462,0.99,0,-4.134,1,0.047,2.77e-05,0.0261,0.0999,0.492,96.579,273693,4
07gm9g5b2LF3XJfYPnsVsj,spotify:track:07gm9g5b2LF3XJfYPnsVsj,72 Seasons,Room of Mirrors,52,2023-04-14,11,0.263,0.989,6,-3.45,0,0.0533,1.95e-05,0.0535,0.112,0.68,159.332,333707,4
4q55PFuLhKPB1JT1ZqYhsL,spotify:track:4q55PFuLhKPB1JT1ZqYhsL,72 Seasons,Inamorata,53,2023-04-14,12,0.495,0.872,11,-4.062,1,0.0329,0.000289,0.00894,0.0626,0.308,120.443,670253,4
0L5ZW54haCFM84is0UhLjj,spotify:track:0L5ZW54haCFM84is0UhLjj,S&M2,The Ecstasy of Gold (Live),38,2020-08-28,1,0.112,0.616,9,-11.209,0,0.0837,0.0741,0.303,0.975,0.124,68.481,161053,4
2v0QgowVkLxj9cB1jzj3C0,spotify:track:2v0QgowVkLxj9cB1jzj3C0,S&M2,The Call of Ktulu (Live),33,2020-08-28,2,0.226,0.899,8,-8.021,0,0.0754,5.02e-05,0.79,0.552,0.0811,133.271,554413,4
5YPzY1EmlXP7RoPz3dvhY8,spotify:track:5YPzY1EmlXP7RoPz3dvhY8,S&M2,For Whom the Bell Tolls (Live),36,2020-08-28,3,0.276,0.949,1,-7.676,1,0.0867,7.55e-06,0.109,0.876,0.118,131.589,276640,4
5bpoBNwWolJcSlZRi3UPHx,spotify:track:5bpoBNwWolJcSlZRi3UPHx,S&M2,The Day that Never Comes (Live),35,2020-08-28,4,0.298,0.917,6,-9.244,1,0.0797,0.000116,0.0416,0.906,0.231,136.026,506853,4
6HniW4lKCUneQnNOFm6Fdw,spotify:track:6HniW4lKCUneQnNOFm6Fdw,S&M2,The Memory Remains (Live),34,2020-08-28,5,0.176,0.831,1,-9.025,1,0.0638,0.00225,0.00234,0.903,0.11,81.541,342438,4
40EPUsKIP6KMXy0tkkIhdL,spotify:track:40EPUsKIP6KMXy0tkkIhdL,S&M2,Confusion (Live),31,2020-08-28,6,0.356,0.969,8,-7.569,1,0.0977,2.2e-05,0.0607,0.972,0.216,126.284,401296,4
35YBgQqJmonhnnrukXqZXl,spotify:track:35YBgQqJmonhnnrukXqZXl,S&M2,Moth Into Flame (Live),32,2020-08-28,7,0.324,0.943,8,-8.036,1,0.067,1.6e-05,0.0117,0.775,0.209,93.584,377800,4
5BAcCATD6kFplCbAZXgYTx,spotify:track:5BAcCATD6kFplCbAZXgYTx,S&M2,The Outlaw Torn (Live),32,2020-08-28,8,0.328,0.848,1,-8.467,1,0.0616,2.15e-05,0.017,0.976,0.338,126.572,602720,4
3GTmmIGmU3htgNun6b1KBX,spotify:track:3GTmmIGmU3htgNun6b1KBX,S&M2,No Leaf Clover (Live),37,2020-08-28,9,0.212,0.926,11,-7.362,1,0.0883,0.000588,0.000747,0.986,0.18,79.408,330107,4
1gM1LjcNF8mVO15fBVQo99,spotify:track:1gM1LjcNF8mVO15fBVQo99,S&M2,Halo on Fire (Live),32,2020-08-28,10,0.274,0.91,3,-7.479,0,0.079,2.49e-05,0.00687,0.844,0.222,137.409,497467,4
1ow4pOwIbrWbjbEXSYmRkb,spotify:track:1ow4pOwIbrWbjbEXSYmRkb,S&M2,Intro to Scythian Suite (Live),25,2020-08-28,1,0.414,0.558,4,-16.717,0,0.782,0.769,0.0,0.736,0.166,168.483,316920,3
6Z7Ms0ymWgen8D4hah0aOh,spotify:track:6Z7Ms0ymWgen8D4hah0aOh,S&M2,"Scythian Suite, Opus 20 II: The Enemy God And The Dance Of The Dark Spirits (Live)",26,2020-08-28,2,0.437,0.642,0,-10.793,1,0.0864,0.376,0.0027,0.732,0.16,117.358,219240,4
76SKw0cvdN2x1o0Eq3BRcu,spotify:track:76SKw0cvdN2x1o0Eq3BRcu,S&M2,Intro to The Iron Foundry (Live),23,2020-08-28,3,0.674,0.374,1,-17.452,1,0.854,0.633,0.0,0.895,0.759,82.178,62533,3
4t8jSEPAKHSRC1Yafv3ZaS,spotify:track:4t8jSEPAKHSRC1Yafv3ZaS,S&M2,"The Iron Foundry, Opus 19 (Live)",26,2020-08-28,4,0.39,0.72,7,-8.312,1,0.069,0.00154,0.689,0.982,0.278,131.626,255973,4
7uXDpYQbaGmqjhwXCtvCZL,spotify:track:7uXDpYQbaGmqjhwXCtvCZL,S&M2,The Unforgiven III (Live),32,2020-08-28,5,0.308,0.481,3,-9.719,0,0.0332,0.676,8.23e-06,0.875,0.227,120.242,499094,4
4kmgecaibuuVDBmlzDO6Du,spotify:track:4kmgecaibuuVDBmlzDO6Du,S&M2,All Within My Hands (Live),35,2020-08-28,6,0.323,0.618,3,-8.946,0,0.0312,0.0101,2.89e-05,0.926,0.171,115.195,373973,4
6quzKzsLpJPFx5gnM8G1f8,spotify:track:6quzKzsLpJPFx5gnM8G1f8,S&M2,(Anesthesia) - Pulling Teeth (Live),28,2020-08-28,7,0.197,0.545,2,-12.236,1,0.0794,0.226,0.726,0.757,0.246,104.678,447586,4
6pdl7XmUY3rPniqV34IhOx,spotify:track:6pdl7XmUY3rPniqV34IhOx,S&M2,Wherever I May Roam,32,2020-08-28,8,0.271,0.937,4,-6.458,1,0.0715,9.88e-06,0.0162,0.22,0.148,137.964,392440,4
0Vrmr1TSHM2GszpPPTYU6P,spotify:track:0Vrmr1TSHM2GszpPPTYU6P,S&M2,One (Live),32,2020-08-28,9,0.317,0.868,10,-8.622,0,0.0684,0.00015,0.23,0.74,0.235,123.395,563667,4
0osMS4OWFn1VLNbafufEiP,spotify:track:0osMS4OWFn1VLNbafufEiP,S&M2,Master of Puppets (Live),32,2020-08-28,10,0.299,0.945,1,-7.867,1,0.087,6.64e-06,0.00286,0.976,0.223,112.79,509987,4
2RvIBAp36T0LLGF59mhZdv,spotify:track:2RvIBAp36T0LLGF59mhZdv,S&M2,Nothing Else Matters (Live),33,2020-08-28,11,0.274,0.648,3,-8.703,0,0.0349,0.0123,0.00152,0.977,0.0907,75.465,399600,3
1iBjmtQV8VFKGrmkXJq2bW,spotify:track:1iBjmtQV8VFKGrmkXJq2bW,S&M2,Enter Sandman (Live),31,2020-08-28,12,0.281,0.95,5,-7.242,0,0.145,0.000348,0.0184,0.94,0.094,130.205,525759,4
2AcKy1BQI9I3ApTH42hiJ3,spotify:track:2AcKy1BQI9I3ApTH42hiJ3,Helping Hands...Live & Acoustic at The Masonic,"Disposable Heroes (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",25,2019-02-01,1,0.26,0.923,1,-7.047,1,0.138,0.0226,0.0155,0.866,0.347,182.566,449596,3
2NekeB2yqC2ZibAYNdncbz,spotify:track:2NekeB2yqC2ZibAYNdncbz,Helping Hands...Live & Acoustic at The Masonic,"When A Blind Man Cries (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",25,2019-02-01,2,0.401,0.641,10,-8.174,0,0.0459,0.0128,0.0,0.458,0.279,77.762,274037,4
6obwpZZlFVablrXylXiZ8O,spotify:track:6obwpZZlFVablrXylXiZ8O,Helping Hands...Live & Acoustic at The Masonic,"The Unforgiven (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",27,2019-02-01,3,0.273,0.844,6,-7.814,1,0.12,0.0531,0.000415,0.385,0.295,79.203,439951,4
3JfhXW83sC2StLrHME2gmP,spotify:track:3JfhXW83sC2StLrHME2gmP,Helping Hands...Live & Acoustic at The Masonic,"Please Don't Judas Me (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",23,2019-02-01,4,0.384,0.453,10,-11.839,0,0.0525,0.057,7.85e-05,0.115,0.234,137.925,482543,4
6fItNaeAd5FAF6kvdA9oQd,spotify:track:6fItNaeAd5FAF6kvdA9oQd,Helping Hands...Live & Acoustic at The Masonic,"Turn the Page (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",26,2019-02-01,5,0.388,0.644,1,-8.978,1,0.0654,0.028,1.2e-05,0.333,0.29,79.721,382256,4
7dlzncZrDLdeP2U7aWfKj5,spotify:track:7dlzncZrDLdeP2U7aWfKj5,Helping Hands...Live & Acoustic at The Masonic,"Bleeding Me (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",25,2019-02-01,6,0.348,0.569,1,-8.249,1,0.0399,0.357,0.000133,0.892,0.208,131.17,366293,4
2YYPHHUzqXJYdmVzwvRzv4,spotify:track:2YYPHHUzqXJYdmVzwvRzv4,Helping Hands...Live & Acoustic at The Masonic,"Veteran of the Psychic Wars (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",23,2019-02-01,7,0.527,0.721,6,-8.26,1,0.0719,0.028,0.00154,0.443,0.503,99.436,312555,4
1vggFRUI00PuzvqjMtXXLX,spotify:track:1vggFRUI00PuzvqjMtXXLX,Helping Hands...Live & Acoustic at The Masonic,"Nothing Else Matters (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",26,2019-02-01,8,0.289,0.614,3,-8.096,0,0.0309,0.0647,0.000152,0.675,0.141,156.734,387777,3
3zPcw0j0aSbO2Sf75Mafwm,spotify:track:3zPcw0j0aSbO2Sf75Mafwm,Helping Hands...Live & Acoustic at The Masonic,"All Within My Hands (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",23,2019-02-01,9,0.369,0.769,3,-8.212,0,0.0523,0.0428,6.56e-05,0.792,0.195,117.98,424318,4
1lsH8yRds1QXWp9cGIRtWb,spotify:track:1lsH8yRds1QXWp9cGIRtWb,Helping Hands...Live & Acoustic at The Masonic,"Enter Sandman (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",24,2019-02-01,10,0.372,0.597,10,-8.992,0,0.0415,0.0226,0.000372,0.316,0.144,112.233,298982,4
78sr9HLuorNthIHjh9zWzO,spotify:track:78sr9HLuorNthIHjh9zWzO,Helping Hands...Live & Acoustic at The Masonic,"The Four Horsemen (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",24,2019-02-01,11,0.54,0.804,1,-6.958,1,0.0505,0.0133,0.0218,0.376,0.581,82.298,212882,4
1FzfyibQ3SMeZychD5xxlu,spotify:track:1FzfyibQ3SMeZychD5xxlu,Helping Hands...Live & Acoustic at The Masonic,"Hardwired (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",20,2019-02-01,12,0.393,0.944,8,-7.184,1,0.103,0.00739,0.0896,0.746,0.176,95.926,260969,4
08ZZqyOaZ4ntAmBY6A32qL,spotify:track:08ZZqyOaZ4ntAmBY6A32qL,Hardwired…To Self-Destruct (Deluxe),Hardwired,41,2016-11-18,1,0.13,0.991,11,-3.126,1,0.0604,1.15e-05,0.00412,0.225,0.505,185.364,191332,4
1CvoQuE26MBLWQp9UNB8w8,spotify:track:1CvoQuE26MBLWQp9UNB8w8,Hardwired…To Self-Destruct (Deluxe),"Atlas, Rise!",39,2016-11-18,2,0.419,0.994,9,-3.191,0,0.0596,3.28e-05,0.0192,0.0784,0.41,95.571,388625,4
2qH3RhOkM7rua2M5PW8T8A,spotify:track:2qH3RhOkM7rua2M5PW8T8A,Hardwired…To Self-Destruct (Deluxe),Now That We're Dead,39,2016-11-18,3,0.566,0.951,2,-3.591,1,0.0464,0.000101,0.103,0.266,0.345,128.304,419075,4
6P6qJr6lXMMqAjIFFHZh9r,spotify:track:6P6qJr6lXMMqAjIFFHZh9r,Hardwired…To Self-Destruct (Deluxe),Moth Into Flame,40,2016-11-18,4,0.169,0.978,4,-3.37,0,0.0657,3.28e-05,0.00395,0.0567,0.38,179.035,350644,4
62r9T6tJ30yaKQHntxrL0y,spotify:track:62r9T6tJ30yaKQHntxrL0y,Hardwired…To Self-Destruct (Deluxe),Dream No More,34,2016-11-18,5,0.505,0.947,7,-3.476,1,0.0601,6.31e-05,0.00429,0.0628,0.287,97.615,389598,4
1SABG47KTubx9SahfMrZRA,spotify:track:1SABG47KTubx9SahfMrZRA,Hardwired…To Self-Destruct (Deluxe),Halo On Fire,36,2016-11-18,6,0.328,0.937,4,-3.261,0,0.0506,1.31e-05,0.00327,0.0627,0.228,124.431,495017,4
2tGlwYApuaa31NHzruefEZ,spotify:track:2tGlwYApuaa31NHzruefEZ,Hardwired…To Self-Destruct (Deluxe),Confusion,33,2016-11-18,1,0.45,0.991,4,-3.532,1,0.0656,3.06e-05,0.0247,0.126,0.337,122.285,401226,4
34o9P9UJfdBtxEY6mSYnjp,spotify:track:34o9P9UJfdBtxEY6mSYnjp,Hardwired…To Self-Destruct (Deluxe),ManUNkind,31,2016-11-18,2,0.295,0.941,4,-4.167,0,0.0461,2.21e-05,0.00535,0.098,0.354,136.404,415599,4
5QfiLL8FuqY6xpHUPIVSqX,spotify:track:5QfiLL8FuqY6xpHUPIVSqX,Hardwired…To Self-Destruct (Deluxe),Here Comes Revenge,33,2016-11-18,3,0.494,0.98,6,-3.823,0,0.0666,6.38e-05,0.0822,0.136,0.315,131.148,437625,4
3XHM0AL05ZyLo422R3Fa4M,spotify:track:3XHM0AL05ZyLo422R3Fa4M,Hardwired…To Self-Destruct (Deluxe),Am I Savage?,31,2016-11-18,4,0.295,0.944,0,-3.66,1,0.0519,2.1e-05,0.000822,0.0735,0.236,144.03,389663,4
5ERsNH9ccVcwpkTSfXNIv1,spotify:track:5ERsNH9ccVcwpkTSfXNIv1,Hardwired…To Self-Destruct (Deluxe),Murder One,32,2016-11-18,5,0.445,0.953,6,-3.359,1,0.0408,2.17e-05,0.00251,0.108,0.351,107.222,345277,4
3ouyKg8HpcxmoubhUCpFlF,spotify:track:3ouyKg8HpcxmoubhUCpFlF,Hardwired…To Self-Destruct (Deluxe),Spit Out the Bone,38,2016-11-18,6,0.157,0.987,9,-3.739,1,0.091,9.25e-06,0.0628,0.151,0.462,167.949,429199,4
3wb7zznyd1Ue1UHv6eMUPv,spotify:track:3wb7zznyd1Ue1UHv6eMUPv,Hardwired…To Self-Destruct (Deluxe),Lords of Summer,36,2016-11-18,1,0.21,0.974,11,-3.91,1,0.0579,1.18e-05,0.00326,0.279,0.603,164.035,430000,4
1BeDcrY6BrZ3xCOlXkYYAr,spotify:track:1BeDcrY6BrZ3xCOlXkYYAr,Hardwired…To Self-Destruct (Deluxe),Ronnie Rising Medley - A Light In the Black / Tarot Woman / Stargazer / Kill the King,32,2016-11-18,2,0.312,0.914,1,-5.332,1,0.0607,1.13e-05,0.00108,0.0604,0.425,130.126,543147,4
4eE0QdkPZ0vXyN9fDbCNzd,spotify:track:4eE0QdkPZ0vXyN9fDbCNzd,Hardwired…To Self-Destruct (Deluxe),When a Blind Man Cries,36,2016-11-18,3,0.367,0.768,8,-5.798,1,0.0422,0.000349,0.0608,0.11,0.289,135.067,275013,4
0rriP85Dczj50b3bz8V912,spotify:track:0rriP85Dczj50b3bz8V912,Hardwired…To Self-Destruct (Deluxe),Remember Tomorrow,32,2016-11-18,4,0.264,0.953,10,-3.952,0,0.045,6.94e-05,0.308,0.06,0.321,104.152,350067,4
3gGCLCvp1iniDou3oQX7fF,spotify:track:3gGCLCvp1iniDou3oQX7fF,Hardwired…To Self-Destruct (Deluxe),"Helpless - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",24,2016-11-18,5,0.283,0.989,1,-3.89,1,0.117,1.08e-05,0.055,0.842,0.31,142.874,188013,4
3wzthRN7j3xMbSoZqL5Oze,spotify:track:3wzthRN7j3xMbSoZqL5Oze,Hardwired…To Self-Destruct (Deluxe),"Hit the Lights - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",24,2016-11-18,6,0.2,0.982,8,-3.381,1,0.132,3.75e-06,0.24,0.425,0.374,154.858,247000,4
62gX0I6LuowSBMFdgSQkxl,spotify:track:62gX0I6LuowSBMFdgSQkxl,Hardwired…To Self-Destruct (Deluxe),"The Four Horsemen - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",26,2016-11-18,7,0.315,0.973,8,-4.387,1,0.0891,6.7e-06,0.00101,0.955,0.333,107.338,319240,4
4dr6uMWtxJT3HgkFk9usO0,spotify:track:4dr6uMWtxJT3HgkFk9usO0,Hardwired…To Self-Destruct (Deluxe),"Ride the Lightning - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",27,2016-11-18,8,0.255,0.985,8,-4.574,1,0.113,1.59e-05,0.00657,0.974,0.288,149.345,416360,4
1NlC4RUcqTU11CYRCQJuSQ,spotify:track:1NlC4RUcqTU11CYRCQJuSQ,Hardwired…To Self-Destruct (Deluxe),"Fade to Black - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",30,2016-11-18,9,0.222,0.919,10,-5.043,0,0.0781,0.000144,0.0106,0.945,0.373,156.394,444093,4
3novFzen6wOB45QLjIkavx,spotify:track:3novFzen6wOB45QLjIkavx,Hardwired…To Self-Destruct (Deluxe),"Jump in the Fire - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",24,2016-11-18,10,0.425,0.948,8,-5.208,1,0.109,0.000143,0.00171,0.855,0.482,85.444,313120,4
1rG3nJTZyRjklXf8VMq8cx,spotify:track:1rG3nJTZyRjklXf8VMq8cx,Hardwired…To Self-Destruct (Deluxe),"For Whom the Bell Tolls - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",27,2016-11-18,11,0.288,0.966,10,-4.604,0,0.0818,4.94e-05,0.0026,0.663,0.248,135.702,272000,4
6bNGesDZKFasyWYS5BAWxG,spotify:track:6bNGesDZKFasyWYS5BAWxG,Hardwired…To Self-Destruct (Deluxe),"Creeping Death - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",26,2016-11-18,12,0.3,0.986,8,-4.665,1,0.132,1.14e-05,0.00649,0.386,0.32,113.746,403173,4
6hDQ99tIlC1S8OC2CpIMNU,spotify:track:6hDQ99tIlC1S8OC2CpIMNU,Hardwired…To Self-Destruct (Deluxe),"Metal Militia - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",23,2016-11-18,13,0.184,0.98,1,-4.504,1,0.132,5.06e-05,0.00333,0.801,0.332,168.406,367480,4
6cVHdquegEopMxjVrztawo,spotify:track:6cVHdquegEopMxjVrztawo,Hardwired…To Self-Destruct (Deluxe),"Hardwired - Live at U.S. Bank Stadium, Minneapolis, MN - August 20th, 2016",26,2016-11-18,14,0.113,0.995,8,-4.662,1,0.113,1.48e-05,0.00993,0.981,0.265,184.213,210080,4
7myke8Id4WyKFlWcRBJdIF,spotify:track:7myke8Id4WyKFlWcRBJdIF,Hardwired…To Self-Destruct,Hardwired,59,2016-11-18,1,0.13,0.991,11,-3.126,1,0.0604,1.15e-05,0.00412,0.225,0.505,185.364,191332,4
7uSx9pDbxfFsXPyZ4pOm7H,spotify:track:7uSx9pDbxfFsXPyZ4pOm7H,Hardwired…To Self-Destruct,"Atlas, Rise!",48,2016-11-18,2,0.419,0.994,9,-3.191,0,0.0596,3.28e-05,0.0192,0.0784,0.41,95.571,388625,4
01LODLnhlfNphZ366BqKc0,spotify:track:01LODLnhlfNphZ366BqKc0,Hardwired…To Self-Destruct,Now That We're Dead,48,2016-11-18,3,0.566,0.951,2,-3.591,1,0.0464,0.000101,0.103,0.266,0.345,128.304,419075,4
5sEcwMeC3QDnSOWlyQyQ3E,spotify:track:5sEcwMeC3QDnSOWlyQyQ3E,Hardwired…To Self-Destruct,Moth Into Flame,56,2016-11-18,4,0.169,0.978,4,-3.37,0,0.0657,3.28e-05,0.00395,0.0567,0.38,179.035,350644,4
1GHEFTy1XOzIuqW6MUfyHZ,spotify:track:1GHEFTy1XOzIuqW6MUfyHZ,Hardwired…To Self-Destruct,Dream No More,40,2016-11-18,5,0.505,0.947,7,-3.476,1,0.0601,6.31e-05,0.00429,0.0628,0.287,97.615,389598,4
38azNLH2JwH4j8zidhY3Po,spotify:track:38azNLH2JwH4j8zidhY3Po,Hardwired…To Self-Destruct,Halo On Fire,42,2016-11-18,6,0.328,0.937,4,-3.261,0,0.0506,1.31e-05,0.00327,0.0627,0.228,124.431,495017,4
1yrpGFcLTSafPrbIpc5ov8,spotify:track:1yrpGFcLTSafPrbIpc5ov8,Hardwired…To Self-Destruct,Confusion,39,2016-11-18,1,0.45,0.991,4,-3.532,1,0.0656,3.06e-05,0.0247,0.126,0.337,122.285,401226,4
7FPfl1TIBufq9AIgDiiqMh,spotify:track:7FPfl1TIBufq9AIgDiiqMh,Hardwired…To Self-Destruct,ManUNkind,36,2016-11-18,2,0.295,0.941,4,-4.167,0,0.0461,2.21e-05,0.00535,0.098,0.354,136.404,415599,4
6R3C89dZ2xt8EKDpgPEMFc,spotify:track:6R3C89dZ2xt8EKDpgPEMFc,Hardwired…To Self-Destruct,Here Comes Revenge,39,2016-11-18,3,0.494,0.98,6,-3.823,0,0.0666,6.38e-05,0.0822,0.136,0.315,131.148,437625,4
3LR0MLRmhiPpD15HDWc0uM,spotify:track:3LR0MLRmhiPpD15HDWc0uM,Hardwired…To Self-Destruct,Am I Savage?,37,2016-11-18,4,0.295,0.944,0,-3.66,1,0.0519,2.1e-05,0.000822,0.0735,0.236,144.03,389663,4
6bavz6DVogZ45tleQJxlv0,spotify:track:6bavz6DVogZ45tleQJxlv0,Hardwired…To Self-Destruct,Murder One,38,2016-11-18,5,0.445,0.953,6,-3.359,1,0.0408,2.17e-05,0.00251,0.108,0.351,107.222,345277,4
7MHkweinOceprzkRWIYTTc,spotify:track:7MHkweinOceprzkRWIYTTc,Hardwired…To Self-Destruct,Spit Out the Bone,49,2016-11-18,6,0.157,0.987,9,-3.739,1,0.091,9.25e-06,0.0628,0.151,0.462,167.949,429199,4
2MzaSLi8iFWQQ7fBE3rvDe,spotify:track:2MzaSLi8iFWQQ7fBE3rvDe,Metallica Through The Never (Music from the Motion Picture),The Ecstasy of Gold,32,2013,1,0.124,0.691,9,-7.61,0,0.0483,0.834,0.193,0.964,0.151,97.395,121373,4
3H2wWBP6QXJpOmDKkihBiF,spotify:track:3H2wWBP6QXJpOmDKkihBiF,Metallica Through The Never (Music from the Motion Picture),Creeping Death (Live),33,2013,2,0.296,0.953,1,-7.456,1,0.103,3.46e-05,0.053,0.364,0.202,121.442,379013,4
2VzAyholTBTXhkqxNO8YEh,spotify:track:2VzAyholTBTXhkqxNO8YEh,Metallica Through The Never (Music from the Motion Picture),For Whom The Bell Tolls (Live),33,2013,3,0.329,0.912,10,-7.796,0,0.094,0.000198,0.0238,0.739,0.251,137.924,279507,4
7E1lrtRqfZUOFHHlh8yYtE,spotify:track:7E1lrtRqfZUOFHHlh8yYtE,Metallica Through The Never (Music from the Motion Picture),Fuel (Live),32,2013,4,0.264,0.942,1,-6.936,1,0.066,3.71e-05,0.000178,0.951,0.248,126.268,237427,4
1w3r4q8rgcc2WVHZPUuEnO,spotify:track:1w3r4q8rgcc2WVHZPUuEnO,Metallica Through The Never (Music from the Motion Picture),Ride the Lightning (Live),30,2013,5,0.277,0.933,1,-8.073,1,0.0565,0.000105,0.105,0.952,0.366,153.551,414307,4
24zPBt8eViDHZi8UxmN5rS,spotify:track:24zPBt8eViDHZi8UxmN5rS,Metallica Through The Never (Music from the Motion Picture),One (Live),32,2013,6,0.354,0.913,10,-9.649,0,0.104,0.000592,0.323,0.924,0.144,130.909,504573,4
5fQQDsc1SxPYADUTD2EV2N,spotify:track:5fQQDsc1SxPYADUTD2EV2N,Metallica Through The Never (Music from the Motion Picture),The Memory Remains (Live),30,2013,7,0.289,0.887,1,-7.15,1,0.0679,0.00422,4.09e-05,0.875,0.194,81.819,342800,4
1iH0ZaENhDbWOWesMa8GcY,spotify:track:1iH0ZaENhDbWOWesMa8GcY,Metallica Through The Never (Music from the Motion Picture),Wherever I May Roam (Live),31,2013,8,0.319,0.918,4,-5.801,1,0.0506,0.000321,0.0026,0.912,0.233,145.299,378280,4
0wbh6SnZE3wMCMuJxg9NNO,spotify:track:0wbh6SnZE3wMCMuJxg9NNO,Metallica Through The Never (Music from the Motion Picture),Cyanide (Live),28,2013,9,0.291,0.935,1,-6.988,1,0.0579,6.52e-05,0.0198,0.948,0.287,140.569,421427,4
56GEAKYqvZd4FVNIKzFSta,spotify:track:56GEAKYqvZd4FVNIKzFSta,Metallica Through The Never (Music from the Motion Picture),...And Justice for All (Live),28,2013,10,0.368,0.897,1,-7.379,1,0.0395,4.95e-05,0.0925,0.955,0.321,95.023,557733,4
41sVWpRzx9EW7qhpPSr3Af,spotify:track:41sVWpRzx9EW7qhpPSr3Af,Metallica Through The Never (Music from the Motion Picture),Master of Puppets (Live),34,2013,11,0.326,0.947,1,-7.177,1,0.0612,4.95e-05,0.0174,0.965,0.283,116.188,505360,4
6ZXwOCfJ4d3R39fhieeeQS,spotify:track:6ZXwOCfJ4d3R39fhieeeQS,Metallica Through The Never (Music from the Motion Picture),Battery (Live),28,2013,12,0.341,0.982,8,-6.925,1,0.126,0.000157,0.00246,0.412,0.0833,101.51,313587,4
1HoBsGG0Ss2Wv5Ky8pkCEf,spotify:track:1HoBsGG0Ss2Wv5Ky8pkCEf,Metallica Through The Never (Music from the Motion Picture),Nothing Else Matters (Live),29,2013,13,0.265,0.658,3,-6.855,0,0.0314,0.0723,0.00113,0.659,0.06,163.236,441960,3
